[2023-12-12 08:37:53] This is codeql database finalize codeql-dbs/javascript
[2023-12-12 08:37:53] Log file was started late.
[2023-12-12 08:37:55] Importing expensesMedicalBills.html.trap.gz (332 of 442)
[2023-12-12 08:37:55] Importing expensesMedicalInsurance.html.trap.gz (333 of 442)
[2023-12-12 08:37:55] Importing expensesMortgage.html.trap.gz (334 of 442)
[2023-12-12 08:37:55] Importing expensesOther.html.trap.gz (335 of 442)
[2023-12-12 08:37:55] Importing expensesPropertyTax.html.trap.gz (336 of 442)
[2023-12-12 08:37:55] Importing expensesRent.html.trap.gz (337 of 442)
[2023-12-12 08:37:55] Importing expensesSignPost.html.trap.gz (338 of 442)
[2023-12-12 08:37:55] Importing expensesVisionInsurance.html.trap.gz (339 of 442)
[2023-12-12 08:37:55] Importing finalSignPost.html.trap.gz (340 of 442)
[2023-12-12 08:37:55] Importing homeAddress.html.trap.gz (341 of 442)
[2023-12-12 08:37:55] Importing householdAdditionalIncome.html.trap.gz (342 of 442)
[2023-12-12 08:37:55] Importing householdBenefits.html.trap.gz (343 of 442)
[2023-12-12 08:37:55] Importing householdBenefitsWho.html.trap.gz (344 of 442)
[2023-12-12 08:37:55] Importing householdCitizenship.html.trap.gz (345 of 442)
[2023-12-12 08:37:55] Importing householdCitizenshipNumber.html.trap.gz (346 of 442)
[2023-12-12 08:37:55] Importing householdCount.html.trap.gz (347 of 442)
[2023-12-12 08:37:55] Importing householdCriminalJusticeSituations.html.trap.gz (348 of 442)
[2023-12-12 08:37:55] Importing householdEmployerName.html.trap.gz (349 of 442)
[2023-12-12 08:37:55] Importing householdEmploymentStatus.html.trap.gz (350 of 442)
[2023-12-12 08:37:55] Importing householdFoster.html.trap.gz (351 of 442)
[2023-12-12 08:37:55] Importing householdFosterAgedOut.html.trap.gz (352 of 442)
[2023-12-12 08:37:55] Importing householdFosterAgedOutWho.html.trap.gz (353 of 442)
[2023-12-12 08:37:55] Importing householdFosterWho.html.trap.gz (354 of 442)
[2023-12-12 08:37:55] Importing householdHomeExpenses.html.trap.gz (355 of 442)
[2023-12-12 08:37:55] Importing householdHomeless.html.trap.gz (356 of 442)
[2023-12-12 08:37:55] Importing householdHomelessnessWho.html.trap.gz (357 of 442)
[2023-12-12 08:37:55] Importing householdIncomeByJob.html.trap.gz (358 of 442)
[2023-12-12 08:37:55] Importing householdIncomeConfirmation.html.trap.gz (359 of 442)
[2023-12-12 08:37:55] Importing householdIncomeDeleteConfirmation.html.trap.gz (360 of 442)
[2023-12-12 08:37:55] Importing householdIncomeList.html.trap.gz (361 of 442)
[2023-12-12 08:37:55] Importing householdIncomeTotal.html.trap.gz (362 of 442)
[2023-12-12 08:37:55] Importing householdIncomeWho.html.trap.gz (363 of 442)
[2023-12-12 08:37:55] Importing householdInfo.html.trap.gz (364 of 442)
[2023-12-12 08:37:55] Importing householdJobSearch.html.trap.gz (365 of 442)
[2023-12-12 08:37:55] Importing householdJobSearchWho.html.trap.gz (366 of 442)
[2023-12-12 08:37:55] Importing householdList.html.trap.gz (367 of 442)
[2023-12-12 08:37:55] Importing householdMeals.html.trap.gz (368 of 442)
[2023-12-12 08:37:55] Importing householdMealsWho.html.trap.gz (369 of 442)
[2023-12-12 08:37:55] Importing householdMemberDeleteConfirmation.html.trap.gz (370 of 442)
[2023-12-12 08:37:55] Importing householdMoneyOnHand.html.trap.gz (371 of 442)
[2023-12-12 08:37:55] Importing householdMonthlyIncome.html.trap.gz (372 of 442)
[2023-12-12 08:37:55] Importing householdNonCitizenWho.html.trap.gz (373 of 442)
[2023-12-12 08:37:55] Importing householdPersonalSituations.html.trap.gz (374 of 442)
[2023-12-12 08:37:55] Importing householdPersonalSituationsWho.html.trap.gz (375 of 442)
[2023-12-12 08:37:55] Importing householdPregnancy.html.trap.gz (376 of 442)
[2023-12-12 08:37:55] Importing householdPregnancyWho.html.trap.gz (377 of 442)
[2023-12-12 08:37:55] Importing householdPrepareFood.html.trap.gz (378 of 442)
[2023-12-12 08:37:55] Importing householdPrepareFoodWho.html.trap.gz (379 of 442)
[2023-12-12 08:37:55] Importing householdRoomRental.html.trap.gz (380 of 442)
[2023-12-12 08:37:55] Importing householdRoomRentalWho.html.trap.gz (381 of 442)
[2023-12-12 08:37:55] Importing householdSchool.html.trap.gz (382 of 442)
[2023-12-12 08:37:55] Importing householdSchoolWho.html.trap.gz (383 of 442)
[2023-12-12 08:37:55] Importing householdSeasonalFarmWorker.html.trap.gz (384 of 442)
[2023-12-12 08:37:55] Importing householdSelfEmployment.html.trap.gz (385 of 442)
[2023-12-12 08:37:55] Importing householdSensitiveQuestionsCriminalJustice.html.trap.gz (386 of 442)
[2023-12-12 08:37:55] Importing householdSignPost.html.trap.gz (387 of 442)
[2023-12-12 08:37:55] Importing householdSpecialSituations.html.trap.gz (388 of 442)
[2023-12-12 08:37:55] Importing householdVeteran.html.trap.gz (389 of 442)
[2023-12-12 08:37:55] Importing householdVeteranWho.html.trap.gz (390 of 442)
[2023-12-12 08:37:55] Importing householdVictimOfDomesticViolence.html.trap.gz (391 of 442)
[2023-12-12 08:37:55] Importing householdWhichPersonalSituations.html.trap.gz (392 of 442)
[2023-12-12 08:37:55] Importing householdWorkDisqualifications.html.trap.gz (393 of 442)
[2023-12-12 08:37:55] Importing howThisWorks.html.trap.gz (394 of 442)
[2023-12-12 08:37:55] Importing incomeJobHoursPerWeek.html.trap.gz (395 of 442)
[2023-12-12 08:37:55] Importing incomeSignPost.html.trap.gz (396 of 442)
[2023-12-12 08:37:55] Importing jobHourlyWage.html.trap.gz (397 of 442)
[2023-12-12 08:37:55] Importing jobHoursPerWeek.html.trap.gz (398 of 442)
[2023-12-12 08:37:55] Importing jobPaidByHour.html.trap.gz (399 of 442)
[2023-12-12 08:37:55] Importing jobPayAmount.html.trap.gz (400 of 442)
[2023-12-12 08:37:55] Importing jobPayPeriod.html.trap.gz (401 of 442)
[2023-12-12 08:37:55] Importing languagePreference.html.trap.gz (402 of 442)
[2023-12-12 08:37:55] Importing legalStuff.html.trap.gz (403 of 442)
[2023-12-12 08:37:55] Importing mailingAddress.html.trap.gz (404 of 442)
[2023-12-12 08:37:55] Importing mailingAddressNoAddress.html.trap.gz (405 of 442)
[2023-12-12 08:37:55] Importing medicaid.html.trap.gz (406 of 442)
[2023-12-12 08:37:55] Importing moreInfoPersonalSituations.html.trap.gz (407 of 442)
[2023-12-12 08:37:55] Importing multiplePersonHousehold.html.trap.gz (408 of 442)
[2023-12-12 08:37:55] Importing noPermanentAddress.html.trap.gz (409 of 442)
[2023-12-12 08:37:55] Importing personalInfo.html.trap.gz (410 of 442)
[2023-12-12 08:37:55] Importing phoneNumberNudge.html.trap.gz (411 of 442)
[2023-12-12 08:37:55] Importing raceEthnicityAsk.html.trap.gz (412 of 442)
[2023-12-12 08:37:55] Importing raceSelection.html.trap.gz (413 of 442)
[2023-12-12 08:37:55] Importing registerToVote.html.trap.gz (414 of 442)
[2023-12-12 08:37:55] Importing registerToVoteHelp.html.trap.gz (415 of 442)
[2023-12-12 08:37:55] Importing reviewContactInfo.html.trap.gz (416 of 442)
[2023-12-12 08:37:55] Importing sensitiveQuestions.html.trap.gz (417 of 442)
[2023-12-12 08:37:55] Importing signPost.html.trap.gz (418 of 442)
[2023-12-12 08:37:55] Importing signature.html.trap.gz (419 of 442)
[2023-12-12 08:37:55] Importing ssnForm.html.trap.gz (420 of 442)
[2023-12-12 08:37:55] Importing timeoutNotice.html.trap.gz (421 of 442)
[2023-12-12 08:37:55] Importing utilities.html.trap.gz (422 of 442)
[2023-12-12 08:37:55] Importing utilitiesCookingFuel.html.trap.gz (423 of 442)
[2023-12-12 08:37:55] Importing utilitiesCooling.html.trap.gz (424 of 442)
[2023-12-12 08:37:55] Importing utilitiesElectricity.html.trap.gz (425 of 442)
[2023-12-12 08:37:55] Importing utilitiesGarbage.html.trap.gz (426 of 442)
[2023-12-12 08:37:55] Importing utilitiesHeating.html.trap.gz (427 of 442)
[2023-12-12 08:37:55] Importing utilitiesOther.html.trap.gz (428 of 442)
[2023-12-12 08:37:55] Importing utilitiesPhone.html.trap.gz (429 of 442)
[2023-12-12 08:37:55] Importing utilitiesSewer.html.trap.gz (430 of 442)
[2023-12-12 08:37:55] Importing utilitiesWater.html.trap.gz (431 of 442)
[2023-12-12 08:37:55] Importing whosApplying.html.trap.gz (432 of 442)
[2023-12-12 08:37:55] Importing clientInfo.html.trap.gz (433 of 442)
[2023-12-12 08:37:55] Importing docSubmitConfirmation.html.trap.gz (434 of 442)
[2023-12-12 08:37:55] Importing finalConfirmation.html.trap.gz (435 of 442)
[2023-12-12 08:37:55] Importing howToAddDocuments.html.trap.gz (436 of 442)
[2023-12-12 08:37:55] Importing uploadDocuments.html.trap.gz (437 of 442)
[2023-12-12 08:37:55] Importing privacy.html.trap.gz (438 of 442)
[2023-12-12 08:37:55] Importing ssnFAQs.html.trap.gz (439 of 442)
[2023-12-12 08:37:55] Importing application-test.yaml.trap.gz (440 of 442)
[2023-12-12 08:37:55] Importing transifex.yml.trap.gz (441 of 442)
[2023-12-12 08:37:55] Importing sourceLocationPrefix.trap.gz (442 of 442)
[2023-12-12 08:37:55] [PROGRESS] dataset import> Merging relations
[2023-12-12 08:37:55] Merging 1 fragment for 'files'.
[2023-12-12 08:37:55] Merged 3528 bytes (3.45 KiB) for 'files'.
[2023-12-12 08:37:55] Merging 1 fragment for 'folders'.
[2023-12-12 08:37:55] Merged 392 bytes for 'folders'.
[2023-12-12 08:37:55] Merging 1 fragment for 'containerparent'.
[2023-12-12 08:37:55] Merged 3912 bytes (3.82 KiB) for 'containerparent'.
[2023-12-12 08:37:55] Merging 3 fragments for 'locations_default'.
[2023-12-12 08:37:55] Merged 6767952 bytes (6.45 MiB) for 'locations_default'.
[2023-12-12 08:37:55] Merging 4 fragments for 'hasLocation'.
[2023-12-12 08:37:55] Merged 2526560 bytes (2.41 MiB) for 'hasLocation'.
[2023-12-12 08:37:55] Merging 1 fragment for 'extraction_data'.
[2023-12-12 08:37:55] Merged 7056 bytes (6.89 KiB) for 'extraction_data'.
[2023-12-12 08:37:55] Merging 1 fragment for 'scopes'.
[2023-12-12 08:37:55] Merged 36744 bytes (35.88 KiB) for 'scopes'.
[2023-12-12 08:37:55] Merging 1 fragment for 'comments'.
[2023-12-12 08:37:55] Merged 226140 bytes (220.84 KiB) for 'comments'.
[2023-12-12 08:37:55] Merging 1 fragment for 'indentation'.
[2023-12-12 08:37:55] Merged 531440 bytes (518.98 KiB) for 'indentation'.
[2023-12-12 08:37:55] Merging 1 fragment for 'numlines'.
[2023-12-12 08:37:55] Merged 9152 bytes (8.94 KiB) for 'numlines'.
[2023-12-12 08:37:55] Merging 2 fragments for 'tokeninfo'.
[2023-12-12 08:37:55] Merged 2652140 bytes (2.53 MiB) for 'tokeninfo'.
[2023-12-12 08:37:55] Merging 1 fragment for 'next_token'.
[2023-12-12 08:37:55] Merged 90456 bytes (88.34 KiB) for 'next_token'.
[2023-12-12 08:37:55] Merging 1 fragment for 'jsdoc'.
[2023-12-12 08:37:55] Merged 111540 bytes (108.93 KiB) for 'jsdoc'.
[2023-12-12 08:37:55] Merging 1 fragment for 'jsdoc_tags'.
[2023-12-12 08:37:55] Merged 362440 bytes (353.95 KiB) for 'jsdoc_tags'.
[2023-12-12 08:37:55] Merging 1 fragment for 'jsdoc_tag_descriptions'.
[2023-12-12 08:37:55] Merged 27432 bytes (26.79 KiB) for 'jsdoc_tag_descriptions'.
[2023-12-12 08:37:55] Merging 1 fragment for 'jsdoc_tag_names'.
[2023-12-12 08:37:55] Merged 39352 bytes (38.43 KiB) for 'jsdoc_tag_names'.
[2023-12-12 08:37:55] Merging 1 fragment for 'jsdoc_type_exprs'.
[2023-12-12 08:37:55] Merged 464080 bytes (453.20 KiB) for 'jsdoc_type_exprs'.
[2023-12-12 08:37:55] Merging 1 fragment for 'toplevels'.
[2023-12-12 08:37:55] Merged 1048 bytes (1.02 KiB) for 'toplevels'.
[2023-12-12 08:37:55] Merging 1 fragment for 'stmts'.
[2023-12-12 08:37:55] Merged 401500 bytes (392.09 KiB) for 'stmts'.
[2023-12-12 08:37:55] Merging 1 fragment for 'stmt_containers'.
[2023-12-12 08:37:55] Merged 160600 bytes (156.84 KiB) for 'stmt_containers'.
[2023-12-12 08:37:55] Merging 1 fragment for 'exprs'.
[2023-12-12 08:37:55] Merged 1729340 bytes (1.65 MiB) for 'exprs'.
[2023-12-12 08:37:55] Merging 1 fragment for 'enclosing_stmt'.
[2023-12-12 08:37:55] Merged 639080 bytes (624.10 KiB) for 'enclosing_stmt'.
[2023-12-12 08:37:55] Merging 1 fragment for 'expr_containers'.
[2023-12-12 08:37:55] Merged 691736 bytes (675.52 KiB) for 'expr_containers'.
[2023-12-12 08:37:55] Merging 1 fragment for 'literals'.
[2023-12-12 08:37:55] Merged 588312 bytes (574.52 KiB) for 'literals'.
[2023-12-12 08:37:55] Merging 1 fragment for 'variables'.
[2023-12-12 08:37:55] Merged 150480 bytes (146.95 KiB) for 'variables'.
[2023-12-12 08:37:55] Merging 1 fragment for 'bind'.
[2023-12-12 08:37:55] Merged 123192 bytes (120.30 KiB) for 'bind'.
[2023-12-12 08:37:55] Merging 1 fragment for 'scopenodes'.
[2023-12-12 08:37:55] Merged 36736 bytes (35.88 KiB) for 'scopenodes'.
[2023-12-12 08:37:55] Merging 1 fragment for 'scopenesting'.
[2023-12-12 08:37:55] Merged 36736 bytes (35.88 KiB) for 'scopenesting'.
[2023-12-12 08:37:55] Merging 1 fragment for 'decl'.
[2023-12-12 08:37:55] Merged 63344 bytes (61.86 KiB) for 'decl'.
[2023-12-12 08:37:55] Merging 1 fragment for 'is_arguments_object'.
[2023-12-12 08:37:55] Merged 17804 bytes (17.39 KiB) for 'is_arguments_object'.
[2023-12-12 08:37:55] Merging 1 fragment for 'entry_cfg_node'.
[2023-12-12 08:37:55] Merged 36640 bytes (35.78 KiB) for 'entry_cfg_node'.
[2023-12-12 08:37:55] Merging 1 fragment for 'exit_cfg_node'.
[2023-12-12 08:37:55] Merged 36640 bytes (35.78 KiB) for 'exit_cfg_node'.
[2023-12-12 08:37:55] Merging 2 fragments for 'successor'.
[2023-12-12 08:37:55] Merged 930952 bytes (909.13 KiB) for 'successor'.
[2023-12-12 08:37:55] Merging 1 fragment for 'is_externs'.
[2023-12-12 08:37:55] Merged 440 bytes for 'is_externs'.
[2023-12-12 08:37:55] Merging 1 fragment for 'filetype'.
[2023-12-12 08:37:55] Merged 3528 bytes (3.45 KiB) for 'filetype'.
[2023-12-12 08:37:55] Merging 1 fragment for 'extraction_time'.
[2023-12-12 08:37:55] Merged 158760 bytes (155.04 KiB) for 'extraction_time'.
[2023-12-12 08:37:55] Merging 1 fragment for 'jsdoc_prefix_qualifier'.
[2023-12-12 08:37:55] Merged 7192 bytes (7.02 KiB) for 'jsdoc_prefix_qualifier'.
[2023-12-12 08:37:55] Merging 1 fragment for 'jsdoc_errors'.
[2023-12-12 08:37:55] Merged 3200 bytes (3.12 KiB) for 'jsdoc_errors'.
[2023-12-12 08:37:55] Merging 1 fragment for 'jsdoc_record_field_name'.
[2023-12-12 08:37:55] Merged 5964 bytes (5.82 KiB) for 'jsdoc_record_field_name'.
[2023-12-12 08:37:55] Merging 1 fragment for 'jsdoc_has_new_parameter'.
[2023-12-12 08:37:55] Merged 28 bytes for 'jsdoc_has_new_parameter'.
[2023-12-12 08:37:55] Merging 1 fragment for 'properties'.
[2023-12-12 08:37:55] Merged 14360 bytes (14.02 KiB) for 'properties'.
[2023-12-12 08:37:55] Merging 1 fragment for 'regexpterm'.
[2023-12-12 08:37:55] Merged 39940 bytes (39.00 KiB) for 'regexpterm'.
[2023-12-12 08:37:55] Merging 1 fragment for 'regexp_const_value'.
[2023-12-12 08:37:55] Merged 12256 bytes (11.97 KiB) for 'regexp_const_value'.
[2023-12-12 08:37:55] Merging 1 fragment for 'guard_node'.
[2023-12-12 08:37:55] Merged 27528 bytes (26.88 KiB) for 'guard_node'.
[2023-12-12 08:37:55] Merging 1 fragment for 'is_module'.
[2023-12-12 08:37:55] Merged 152 bytes for 'is_module'.
[2023-12-12 08:37:55] Merging 1 fragment for 'is_nodejs'.
[2023-12-12 08:37:55] Merged 152 bytes for 'is_nodejs'.
[2023-12-12 08:37:55] Merging 1 fragment for 'yaml_scalars'.
[2023-12-12 08:37:55] Merged 36492 bytes (35.64 KiB) for 'yaml_scalars'.
[2023-12-12 08:37:55] Merging 1 fragment for 'yaml'.
[2023-12-12 08:37:55] Merged 103752 bytes (101.32 KiB) for 'yaml'.
[2023-12-12 08:37:55] Merging 1 fragment for 'yaml_locations'.
[2023-12-12 08:37:55] Merged 34584 bytes (33.77 KiB) for 'yaml_locations'.
[2023-12-12 08:37:55] Merging 1 fragment for 'xmlElements'.
[2023-12-12 08:37:55] Merged 178500 bytes (174.32 KiB) for 'xmlElements'.
[2023-12-12 08:37:55] Merging 1 fragment for 'xmllocations'.
[2023-12-12 08:37:55] Merged 190768 bytes (186.30 KiB) for 'xmllocations'.
[2023-12-12 08:37:55] Merging 1 fragment for 'xmlAttrs'.
[2023-12-12 08:37:55] Merged 357480 bytes (349.10 KiB) for 'xmlAttrs'.
[2023-12-12 08:37:55] Merging 1 fragment for 'array_size'.
[2023-12-12 08:37:55] Merged 840 bytes for 'array_size'.
[2023-12-12 08:37:55] Merging 1 fragment for 'jump_targets'.
[2023-12-12 08:37:55] Merged 464 bytes for 'jump_targets'.
[2023-12-12 08:37:55] Merging 1 fragment for 'is_capture'.
[2023-12-12 08:37:55] Merged 192 bytes for 'is_capture'.
[2023-12-12 08:37:55] Merging 1 fragment for 'is_greedy'.
[2023-12-12 08:37:55] Merged 88 bytes for 'is_greedy'.
[2023-12-12 08:37:55] Merging 1 fragment for 'char_class_escape'.
[2023-12-12 08:37:55] Merged 48 bytes for 'char_class_escape'.
[2023-12-12 08:37:55] Merging 1 fragment for 'is_inverted'.
[2023-12-12 08:37:55] Merged 24 bytes for 'is_inverted'.
[2023-12-12 08:37:55] Merging 1 fragment for 'js_parse_errors'.
[2023-12-12 08:37:55] Merged 32 bytes for 'js_parse_errors'.
[2023-12-12 08:37:55] Merging 1 fragment for 'toplevel_parent_xml_node'.
[2023-12-12 08:37:55] Merged 128 bytes for 'toplevel_parent_xml_node'.
[2023-12-12 08:37:55] Merging 1 fragment for 'xmlComments'.
[2023-12-12 08:37:55] Merged 416 bytes for 'xmlComments'.
[2023-12-12 08:37:55] Merging 1 fragment for 'local_type_names'.
[2023-12-12 08:37:55] Merged 12 bytes for 'local_type_names'.
[2023-12-12 08:37:55] Merging 1 fragment for 'typedecl'.
[2023-12-12 08:37:55] Merged 16 bytes for 'typedecl'.
[2023-12-12 08:37:55] Merging 1 fragment for 'is_method'.
[2023-12-12 08:37:55] Merged 144 bytes for 'is_method'.
[2023-12-12 08:37:55] Merging 1 fragment for 'range_quantifier_lower_bound'.
[2023-12-12 08:37:55] Merged 16 bytes for 'range_quantifier_lower_bound'.
[2023-12-12 08:37:55] Merging 1 fragment for 'range_quantifier_upper_bound'.
[2023-12-12 08:37:55] Merged 16 bytes for 'range_quantifier_upper_bound'.
[2023-12-12 08:37:55] Merging 1 fragment for 'sourceLocationPrefix'.
[2023-12-12 08:37:55] Merged 4 bytes for 'sourceLocationPrefix'.
[2023-12-12 08:37:55] Saving string and id pools to disk.
[2023-12-12 08:37:55] Finished importing TRAP files.
[2023-12-12 08:37:55] Read 64.48 MiB of uncompressed TRAP data.
[2023-12-12 08:37:55] Relation data size: 19.72 MiB (merge rate: 62.20 MiB/s)
[2023-12-12 08:37:55] String pool size: 5.53 MiB
[2023-12-12 08:37:55] ID pool size: 29.00 MiB
[2023-12-12 08:37:55] [PROGRESS] dataset import> Finished writing database (relations: 19.72 MiB; string pool: 5.53 MiB).
[2023-12-12 08:37:55] Pausing evaluation to close the cache at sequence stamp o+3
[2023-12-12 08:37:55] The disk cache is freshly trimmed; leave it be.
[2023-12-12 08:37:55] Unpausing evaluation
[2023-12-12 08:37:55] Plumbing command codeql dataset import completed.
[2023-12-12 08:37:55] [PROGRESS] database finalize> TRAP import complete (2.3s).
[2023-12-12 08:37:55] Running plumbing command: codeql database cleanup --mode=trim -- /Users/lkemperman/Documents/la-doc-uploader/codeql-dbs/javascript
[2023-12-12 08:37:56] [PROGRESS] database cleanup> Cleaning up existing TRAP files after import...
[2023-12-12 08:37:56] [PROGRESS] database cleanup> TRAP files cleaned up (46ms).
[2023-12-12 08:37:56] [PROGRESS] database cleanup> Cleaning up scratch directory...
[2023-12-12 08:37:56] [PROGRESS] database cleanup> Scratch directory cleaned up (0ms).
[2023-12-12 08:37:56] Running plumbing command: codeql dataset cleanup --mode=trim -- /Users/lkemperman/Documents/la-doc-uploader/codeql-dbs/javascript/db-javascript
[2023-12-12 08:37:56] [PROGRESS] dataset cleanup> Cleaning up dataset in /Users/lkemperman/Documents/la-doc-uploader/codeql-dbs/javascript/db-javascript.
[2023-12-12 08:37:56] Trimming disk cache at /Users/lkemperman/Documents/la-doc-uploader/codeql-dbs/javascript/db-javascript/default/cache in mode trim.
[2023-12-12 08:37:56] Sequence stamp origin is -6242153098747340012
[2023-12-12 08:37:56] Pausing evaluation to zealously trim disk at sequence stamp o+0
[2023-12-12 08:37:56] Unpausing evaluation
[2023-12-12 08:37:56] Trimming completed (1ms): Trimmed disposable data from cache.
[2023-12-12 08:37:56] Pausing evaluation to close the cache at sequence stamp o+1
[2023-12-12 08:37:56] The disk cache is freshly trimmed; leave it be.
[2023-12-12 08:37:56] Unpausing evaluation
[2023-12-12 08:37:56] [PROGRESS] dataset cleanup> Trimmed disposable data from cache.
[2023-12-12 08:37:56] [PROGRESS] dataset cleanup> Finalizing dataset in /Users/lkemperman/Documents/la-doc-uploader/codeql-dbs/javascript/db-javascript
[2023-12-12 08:37:56] [DETAILS] dataset cleanup> Finished deleting ID pool from /Users/lkemperman/Documents/la-doc-uploader/codeql-dbs/javascript/db-javascript (2ms).
[2023-12-12 08:37:56] Plumbing command codeql dataset cleanup completed.
[2023-12-12 08:37:56] Plumbing command codeql database cleanup completed with status 0.
[2023-12-12 08:37:56] [PROGRESS] database finalize> Finished zipping source archive (827.82 KiB).
[2023-12-12 08:37:56] Terminating normally.
